"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Mali","MLI","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3860.73095703125","3648.99389648438","3672.42895507813","3705.7109375","3635.05590820313","3801.10400390625","3878.73608398438","4087.69702148438","4236.7138671875","4136.22802734375","4675.86083984375","4724.38623046875","5037.80908203125","4989.67822265625","5214.2001953125","5342.2119140625","5407.755859375","5387.72998046875","5418.14013671875","5453.158203125","5410.4169921875","5228.7587890625","5213.1328125","5370.0400390625","5621.5029296875","5892.6298828125","5989.7998046875","6199.7470703125",
"Malta","MLT","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46140.765625","48091.859375","49633.33984375","51888.66796875","54702.96484375","55731.4140625","57776.32421875","59697.4609375","61659.09765625","64376.83984375","64162.5234375","65728.453125","67610.4296875","69171.0390625","70609.375","70673.3046875","71370.375","72500.90625","70533.3125","71375.4609375","70190.8515625","70510.34375","71666.40625","75200.984375","80845.1015625","83419.578125","88052.6171875","92795.4375",
"Myanmar","MMR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1577.61596679688","1701.75500488281","1774.63305664063","1875.02404785156","1968.33703613281","2055.31909179688","2128.49194335938","2208.86206054688","2412.376953125","2707.92407226563","2982.46997070313","3312.03198242188","3744.11499023438","4225.36083984375","4774.05078125","5382.10986328125","6007.80615234375","6600.3017578125","7283.39599609375","7954.4921875","8316.5673828125","8845.966796875","9507.0400390625","10167.07421875","10762.884765625","11558.44140625","12463.9140625","13251.36328125",
"Middle East & North Africa (excluding high income)","MNA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33241.6537375479","33764.3537087891","33916.331045514","33377.4715136695","33544.3439716907","34137.4686527","34120.5742347548","35258.5781379051","35347.440236001","35984.416271206","35768.0501559365","36028.2121316437","35457.1409598547","36419.2982857854","36992.3369854071","37872.4731492568","39025.3401120371","39956.370461967","40102.7979799001","41482.1789743533","40899.1127529408","41232.2582009478","40811.3296791094","41440.6387062254","41397.3514462243","43307.5119450523","43996.3907536224","44948.5703020128",
"Montenegro","MNE","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54194.16015625","39473.359375","25316.873046875","26439.09375","27009.9296875","36139.66796875","36883.15234375","38770.97265625","35313.07421875","36484.04296875","36769.44921875","37807.81640625","38825.08203125","40260.09765625","41608.234375","41754.8671875","41637.0546875","43391.921875","41884.38671875","43392.4609375","44979.26171875","43463.37109375","44133.2734375","43554.37890625","44238.52734375","45474.4765625","46456.265625","47507.8046875",
"Mongolia","MNG","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14180.9609375","12452.548828125","11754.0224609375","11782.5712890625","12360.5869140625","12334.92578125","12545.466796875","12693.498046875","12802.138671875","12614.4609375","12652.5322265625","12950.4140625","13604.671875","14799.9345703125","15553.3720703125","16419.89453125","17787.23828125","18667.349609375","18132.130859375","19134.71484375","21327.130859375","23650.35546875","25943.25390625","27611.421875","27913.0234375","29221.771484375","30011.955078125","30671.427734375",
"Northern Mariana Islands","MNP","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","879.718017578125","797.684997558594","829.992004394531","843.078002929688","826.476989746094","1022.38598632813","1103.73999023438","1194.03796386719","1246.31701660156","1229.36401367188","1351.15795898438","1430.22204589844","1483.84704589844","1565.93701171875","1661.79504394531","1783.63903808594","1871.67504882813","1956.1689453125","2043.51000976563","2132.34008789063","2232.5439453125","2329.87109375","2440.28198242188","2562.86596679688","2678.44995117188","2693.15795898438","2700.51196289063","2743.52099609375",
"Mauritania","MRT","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11168.4609375","11067.283203125","11477.1884765625","10624.3447265625","11504.859375","11797.8388671875","10918.1865234375","10835.8310546875","11275.1904296875","10806.9521484375","10754.068359375","10648.4365234375","10972.2353515625","11198.9736328125","11815.041015625","13823.9443359375","13841.3203125","13588.3916015625","13283.8251953125","13562.23046875","13812.888671875","14180.9150390625","14551.7626953125","14877.7314453125","14657.2197265625","14410.099609375","14428.953125","14732.859375",
"Mauritius","MUS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19670.939453125","20596.083984375","21329.9375","21834.828125","22394.689453125","23421.720703125","24405.703125","25508.201171875","25872.40234375","27923.357421875","28284.494140625","28396.978515625","29370.689453125","30939.818359375","31183.884765625","33489.9609375","35296.1796875","36221.703125","37050.25390625","37985.67578125","39605.875","40513.1640625","40786.3984375","41868.72265625","42712.10546875","44196.203125","45632.578125","47244.46484375",
"Malawi","MWI","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2040.30700683594","1874.02795410156","2066.27001953125","1842.63000488281","2142.625","2266.11596679688","2300.86303710938","2324.99096679688","2330.48510742188","2298.7099609375","2128.5","2109.30395507813","2168.43603515625","2219.30590820313","2218.34594726563","2233.52001953125","2354.99194335938","2446.6669921875","2570.31396484375","2651.04296875","2687.94604492188","2636.23803710938","2666.4130859375","2720.50903320313","2700.23095703125","2670.330078125","2678.5390625","2701.01391601563",
"Malaysia","MYS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29665.84765625","31427.138671875","33737.78515625","35668.79296875","37899.94140625","40227.296875","41849.2578125","37672.8046875","38872.98046875","40916.49609375","40247.19140625","41284.13671875","42560.74609375","44204.94921875","45297.08984375","46666.41015625","48510.72265625","50127.23046875","48097.47265625","50185.84375","50381.77734375","50904.37890625","50772.203125","52150.37109375","53444.5703125","54808.859375","56939.1015625","58687.34375",
"North America","NAC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75261.7744092275","77515.9094777945","78620.3005849402","79830.6835941229","80522.1068360819","82165.1444913727","83933.1038639041","85977.2698121417","88413.2755020245","90598.2272279839","91517.7058321227","93498.5212566947","95619.4886847837","98004.9731021219","99634.7468307778","100608.36771588","101415.946690211","101153.47749757","101788.222005674","104751.660445397","105578.680536091","106064.639289568","106696.252853953","107721.266348865","109044.923982799","109011.430954382","109779.820761715","111921.98320703",
"Namibia","NAM","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23229.146484375","23917.056640625","22759.134765625","22234.220703125","23021.64453125","23671.6171875","24652.216796875","23789.158203125","23245.673828125","22825.2109375","22585.13671875","23478.158203125","24200.173828125","26846.478515625","26998.123046875","28127.47265625","29251.966796875","29264.810546875","29321.138671875","30615.056640625","30248.169921875","29704.291015625","29925.5546875","30865.01171875","33043.28515625","33791.609375","32444.826171875","32395.919921875",
"New Caledonia","NCL","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79097.1484375","79626.1640625","79870.140625","81303.9296875","83157.15625","85010.5078125","87791.15625","89343.1796875","91045.546875","94171.8203125","94850.265625","96216.609375","98273.234375","101721.5703125","103509.328125","106188.4453125","108531.9296875","107845.859375","103348.5859375","105919.3984375","107766.1015625","108138.1640625","108901.90625","109990.46875","111081.375","112099.546875","113767.296875","115952.7421875",
"Niger","NER","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2212.03198242188","1998.92004394531","1959.07397460938","1963.15502929688","1939.81896972656","1935.95703125","1917.43994140625","2041.85400390625","1957.68005371094","1860.18603515625","1932.5810546875","1936.45104980469","1982.47595214844","1927.49499511719","1952.32495117188","1982.96301269531","1965.30505371094","2071.31689453125","1982.18298339844","2065.14990234375","2036.10803222656","2197.63989257813","2229.2080078125","2308.708984375","2317.9580078125","2344.71704101563","2367.294921875","2415.15600585938",
"Nigeria","NGA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9934.06640625","9723.3525390625","9698.7939453125","9548.0595703125","9254.7841796875","9483.6337890625","9506.28125","9515.03515625","9307.771484375","9543.8583984375","9733.1591796875","9860.1923828125","10616.244140625","13902.3525390625","13994.318359375","14748.4736328125","15324.7021484375","15862.29296875","16572.9609375","17398.060546875","17765.529296875","18039.650390625","18507.978515625","19300.453125","19438.7265625","18781.8359375","18364.662109375","18314.736328125",
"Nicaragua","NIC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9564.7041015625","9389.017578125","9162.2265625","9240.1787109375","9540.5654296875","9740.451171875","9727.408203125","9704.41796875","10002.4580078125","10015.5537109375","10009.5537109375","9818.6201171875","9791.615234375","9912.3603515625","9961.8984375","10058.138671875","10206.0712890625","10394.263671875","9978.6513671875","10098.9453125","10287.5830078125","10535.31640625","10779.646484375","10931.9189453125","11196.0556640625","11460.4111328125","11763.5849609375","12108.60546875",
"Netherlands","NLD","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75532.4609375","74509.6875","75291.96875","76913.671875","78452","79437.2421875","79893.59375","81057.5546875","82927.75","83713.6015625","83597.21875","82757.6328125","83427.0859375","85325.296875","86611.4921875","87957.7109375","88817.421875","88566.265625","85039.0703125","88934.421875","91205.2890625","89955.7890625","90883.4765625","92620.171875","93615.8203125","94872.15625","96389.2578125","97615.703125",
"Norway","NOR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92503.546875","96027.8984375","98756.1953125","101867.1796875","104958.5","106130.0390625","108317.3671875","107912.3359375","109384.6640625","112080.5859375","114189.3125","115157.75","117970.421875","121929.4296875","124770.3984375","124600.125","124291.6015625","121531.46875","120282.546875","121256.78125","121231.7265625","122328.1875","122640.2734375","123855.203125","125406.265625","126757.8125","128745.6171875","130245.921875",
"Nepal","NPL","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2549.455078125","2575.21411132813","2593.7919921875","2721.60595703125","2729.38696289063","2806.84399414063","2883.10302734375","2905.36596679688","2973.30200195313","3099.71997070313","3191.3740234375","3140.44897460938","3211.712890625","3308.59497070313","3372.35498046875","3425.3349609375","3486.44311523438","3649.2490234375","3757.587890625","3863.27294921875","3894.71997070313","3974.0458984375","4024.67309570313","4152.2177734375","4188.619140625","4106.39208984375","4311.68701171875","4393.36376953125",
"Nauru","NRU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51661.01953125","51819.36328125","53778.00390625","54089.2109375","54124.4140625","54540.953125","56139.6484375","57115.0390625","58925.44921875","58827.953125","59064.71875","60269.75390625","61816.26171875","61706.04296875","61822.67578125","61986.62890625","63064.9609375","61705.828125","63724.34375","64048.16796875","64701.8671875","66003.5","65756.4296875","66051.3203125","67951.3046875","68312.2109375","68627.34375","69978.0078125",
"OECD members","OED","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61611.5004887957","62779.2902878302","63784.8159539032","65010.6077010464","66004.3412018097","67311.0472561338","68671.5005394115","69930.3514503666","71361.4223590931","73384.4776922304","73938.3781871796","74949.6079876738","76095.12327219","77828.2329198891","78738.6711039197","79809.2426673509","80640.565093904","80241.8002439973","78806.937993824","80895.5637163558","81700.0201654179","82036.7278148129","82637.3152772978","83451.4521101974","84431.4206551437","84703.573301214","85521.4934568222","86938.3972749321",
"Oman","OMN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116710.3828125","116627.1796875","114364.0390625","110741.171875","110251.53125","113664.90625","121820.0859375","126387.7890625","126853.9453125","133427.546875","136726.515625","130843.7109375","121933.203125","118205.703125","115327.515625","113728.0703125","110455.1484375","110550.6171875","108198.6484375","103147.5390625","92016.6640625","90436.796875","85008.7890625","79135.7265625","75866.4765625","75067.1953125","70523.390625","69364.8046875",
"Other small states","OSS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33871.1407251437","33814.5641453509","33705.265519074","34063.7930721589","35112.4261123539","36317.8461945069","39242.7938459515","40215.8968038175","40305.5189446461","41494.0545413225","42278.8817628224","43282.7994092982","44009.3267087991","46694.15320405","47620.9152516275","50464.7574555095","52830.6028158618","54357.4950844127","54074.1415014024","56937.1663649246","59176.1792676028","59321.6541901973","59187.0545507717","59031.658586775","58839.2659132423","58693.0415267315","58330.5377691391","58773.0870899735",
"Pakistan","PAK","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10916.7978515625","11459.2607421875","11467.1796875","11492.974609375","11996.609375","12078.53515625","11707.1708984375","11671.4208984375","11685.10546875","11719.6298828125","11642.7724609375","11672.90234375","11750.3759765625","12113.1416015625","12753.390625","13256.501953125","13506.638671875","13394.7822265625","13318.5361328125","13103.177734375","13158.3935546875","13307.8056640625","13628.5537109375","13790.4208984375","14095.3251953125","14532.0322265625","14993.8046875","15429.9609375",
"Panama","PAN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23030.724609375","23805.341796875","24039.611328125","23937.107421875","23307.03125","23635.306640625","24531.16796875","25622.63671875","25970.533203125","25907.689453125","25376.87109375","25264.10546875","25558.75390625","26637.884765625","27759.087890625","29807.275390625","32218.994140625","33749.65625","34187.1328125","36062.87890625","39511.390625","41262.515625","42563.88671875","44281.375","45779.7578125","46944.01171875","48018.62109375","49791.93359375",
"Peru","PER","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15482.9912109375","14694.0341796875","14802.546875","15909.716796875","16181.6513671875","15834.8037109375","16072.404296875","15490.064453125","15196.767578125","15680.3037109375","14762.890625","14880.9970703125","14891.6298828125","14976.8017578125","16082.212890625","16200.5166015625","16741.794921875","17873.486328125","17603.26953125","18466.703125","19394.51953125","20182.998046875","21174.013671875","21467.9609375","22122.896484375","22932.12109375","22662.013671875","22867.978515625",
"Philippines","PHL","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10861.2802734375","10561.546875","10488.703125","10673.603515625","10878.3271484375","11232.6904296875","11517.5029296875","11128.884765625","11219.224609375","11424.1845703125","11465.5546875","11616.3212890625","11992.78125","12474.55078125","12756.4208984375","13096.2998046875","13530.9755859375","13775.5556640625","13497.732421875","14119.330078125","14156.3271484375","14871.9482421875","15648.06640625","16112.3388671875","16735.15234375","17567.529296875","19116.8828125","19917.51953125",
"Palau","PLW","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6181.6640625","6908.81884765625","8071.7978515625","8331.1962890625","7761.2412109375","8169.4267578125","7565.73095703125","7014.5830078125","6933.19482421875","6519.01513671875","6516.47412109375","6529.7158203125","6698.6748046875","6924.3681640625","7433.68408203125","7692.494140625","8680.2158203125","8823.794921875","9677.9384765625","10938.3662109375","10828.6337890625","11068.2978515625","11214.0791015625","12730.896484375","13147.60546875","13049.4931640625","12990.9453125","13106.98828125",
"Poland","POL","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23714.109375","24270.400390625","25431.216796875","27196.802734375","29045.228515625","30548.51953125","32256.595703125","33286.05859375","35895.15625","38594.12890625","39494.8125","41552.84375","42970.08203125","45125.609375","45276.2265625","46433.84375","47347.12890625","47402.125","48589.17578125","50445.828125","52806.08984375","53559.625","54313.57421875","54890.9140625","56279.7109375","56893.828125","58502.0625","60538.28125",
"Pre-demographic dividend","PRE","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6051.83964889678","5976.23222667073","5921.39999005601","5782.83401684706","5805.18933133127","5983.80814028506","6196.82050305487","6541.44917045816","6705.01068244962","6716.30465767777","6814.11620596459","6792.57379378329","6532.19484559713","7704.43176000167","7896.91583614063","8286.07559160976","8587.42929475936","8908.66191787167","9133.84801334784","9450.01699363152","9626.15186912314","9866.15355553979","10114.7076828463","10260.6026281029","10338.8583752763","10341.4626729967","10189.1068886958","10210.83138058",
"Puerto Rico","PRI","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80936.96875","84284.0546875","84095.8671875","84911.015625","87782.5703125","86698.78125","88288.8515625","91787.953125","94306.8125","97528.96875","104075.546875","104761.484375","104414.4609375","111958.9453125","109977.734375","107286.4140625","107390.8203125","108102.6796875","111700.609375","114047.015625","114435.359375","114140.8359375","114790.8125","114177.78125","111759.0546875","108401.2890625","103859.8203125","99961.40625",
"Korea, Dem. People’s Rep.","PRK","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2130.90502929688","2019.06701660156","1957.98596191406","1912.99194335938","1969.13500976563","2007.71301269531","2097.36010742188","2099.81909179688","2105.15087890625","2101.13989257813","2133.82397460938","2184.51391601563","2174.31811523438","2217.373046875","2265.15600585938","2291.98291015625","2337.55688476563","2357.01098632813","2399.71606445313","2462.3291015625","2517.20190429688","2537.0810546875","2586.1689453125","2623.65307617188","2625.15600585938","2622.6220703125","2652.14404296875","2695.13696289063",
"Portugal","PRT","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44677.51171875","46300.328125","45666.703125","46276.47265625","48317.4375","49473.74609375","50304.9921875","50215.00390625","51651.26953125","52639.44140625","52760.58984375","52751.8984375","52909.0234375","54057.0546875","54583.6171875","55129.2578125","56424.6796875","56308.92578125","56328.74609375","58358.359375","59235.75","59234.58984375","60016.7421875","59567.69140625","59972.0859375","60205.76953125","59882.9140625","60305.359375",
"Paraguay","PRY","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16371.287109375","16232.8154296875","16605.634765625","16952.099609375","17626.9921875","17396.58984375","17635.099609375","17166.84765625","16500.103515625","15671.515625","15108.939453125","14643.943359375","14674.6552734375","14120.9111328125","14020.4208984375","14894.9482421875","15016.068359375","15591.333984375","14560.689453125","16453.892578125","16772.55078125","15421.322265625","17518.728515625","18543.96875","18621.59375","18949.193359375","18590.705078125","18802.875",
"West Bank and Gaza","PSE","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14987.5576171875","14749.45703125","14566.8974609375","14479.7607421875","14876.611328125","15082.5908203125","17644.01171875","20944.650390625","23415.09765625","20049.23046875","22730.58984375","24079.869140625","22480.8125","24175.123046875","24741.7734375","22581.748046875","20603.8671875","19848.04296875","22017.77734375","21861.70703125","20935.970703125","23403.890625","21728.94921875","20691.673828125","22151.703125","22529.458984375","21417.52734375","22144.28125",
"Pacific island small states","PSS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12063.9154011903","12502.9456403131","12534.9113677008","12903.0979416278","13082.5752869087","13397.8329257176","13002.7881261136","13013.4501693591","13655.100739818","13224.389416009","13074.7999518372","13097.4562856969","13121.0148151607","13473.0522308637","13428.2700361455","13418.9821708493","13190.2331768314","13120.9987917246","12611.9152807117","12675.0411559731","12934.3889035626","13100.1633785719","13414.2383095882","13924.4464831528","14195.3229253833","14256.748390791","14520.139524288","14804.6874312907",
"Post-demographic dividend","PST","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62791.3116792965","63945.265491686","64707.9121886138","65981.3840276338","67203.1266854202","68690.9958416487","70173.0087476733","71616.4013523967","73257.7074308742","75098.4320898007","75893.5810865939","76913.1325412889","78034.1506100346","79884.6327867229","80945.3074902198","82194.8553132576","83230.2348306451","83031.5191074695","81740.789067395","84221.2467914775","85197.32695022","85724.5426605399","86342.3161077709","87228.2615640195","88102.8019692628","88507.3313634191","89404.6246558062","91029.8459783493",
"French Polynesia","PYF","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84964.71875","86056.25","86539.9140625","88432.0390625","90840.765625","92314.0859375","95615.1875","97696.4765625","99905.1171875","103475.6171875","104577.84375","106002.2734375","108461.484375","112549.90625","115286.4609375","118924.96875","122128.828125","121327.5546875","116665.296875","119101.1640625","120812.3671875","121282.4140625","122397.9921875","123933.7734375","125645.4765625","126963.9765625","129009.4375","131712.71875",
"Qatar","QAT","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118306.9296875","130112.5859375","126798.671875","126945.7265625","128062.6328125","131711.609375","169166.078125","183247.125","184767.59375","192113.09375","188788.625","190764.09375","182105.921875","193337.46875","176737.46875","182322.875","173888.109375","168473.3125","159876.03125","166884.203125","174189.796875","169056.703125","164912.046875","161632.859375","158960.03125","157674.53125","156433.25","158013.296875",
"Romania","ROU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20378.619140625","18462.310546875","18718.005859375","19398.845703125","20817.4140625","22071.65234375","20743.0390625","20730.8125","20889.70703125","21805.5078125","23472.91796875","27539.982421875","29532.197265625","32490.5546875","34752.69921875","37123.796875","39832.88671875","43553.7109375","42041.49609375","40367.90625","42216.08984375","42425.453125","44370.55859375","45535.75390625","47864.046875","50563.69140625","52507.85546875","55053.94921875",
"Russian Federation","RUS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40501.71484375","34587.51953125","32558.158203125","29927.646484375","29255.13671875","28568.505859375","30243.49609375","29451.509765625","29518.58984375","31399.77734375","33001.14453125","33700.46484375","36341.8046875","38378.1796875","40208.28125","43237.68359375","45751.890625","47913.421875","45156.25","46807.546875","48744.296875","50108.36328125","51323.66796875","51726.1796875","50663.28125","50668.703125","51812.6953125","53011.71484375",
"Rwanda","RWA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1918.58203125","2103.44995117188","2008.333984375","1020.16497802734","1373.78796386719","1498.59301757813","1611.18505859375","1644.06298828125","1618.9189453125","1674.53894042969","1747.19494628906","1918.38098144531","1909.88793945313","2002.05798339844","2135.99389648438","2269.17895507813","2376.76000976563","2573.85400390625","2671.462890625","2794.49389648438","2942.94409179688","3113.333984375","3171.9970703125","3322.85400390625","3513.95703125","3615.81811523438","3726.09301757813","3862.583984375",
"South Asia","SAS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5321.60938904512","5495.74622674748","5585.10440215898","5752.50596214802","6031.82185266398","6290.50349435963","6367.05051133375","6559.74629749933","6904.34056642459","7017.64001660681","7135.52654280774","7238.05951588001","7558.05829892114","7905.54269723658","8384.30153535543","8999.51609016695","9692.43891291007","9974.80883245673","10657.2770746066","11481.1513137355","12127.6328007131","12723.3226995409","13245.5877256919","13876.0310389368","14652.4674912986","15368.6608648677","16004.8449572719","16855.318523955",
"Saudi Arabia","SAU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164935.03125","166972.265625","161258.046875","158725.96875","155902.375","156882.515625","155236.28125","155950.953125","145857.984375","146354.203125","140037.40625","131554.4375","139787.671875","144013.578125","145237.0625","143568.375","139794.984375","142274.34375","134916.71875","134113.765625","138656.765625","136474.484375","132619.1875","131616.578125","130505.3203125","128546.0625","123785.5625","123506.2265625",
"Sudan","SDN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10051.244140625","10164.4833984375","10204.0712890625","9842.8271484375","10010.17578125","10300.0556640625","11148.6025390625","11393.240234375","11566.837890625","12095.4091796875","12569.6806640625","13072.0087890625","13803.4033203125","13994.986328125","14695.7763671875","15771.4755859375","17256.9140625","18318.111328125","18250.01171875","18542.623046875","17671.962890625","17343.052734375","17619.92578125","17561.86328125","17880.80859375","18154.68359375","18326.998046875","18123.533203125",
"Senegal","SEN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6964.42578125","6834.98193359375","6723.9091796875","6514.4150390625","6665.44482421875","6630.0732421875","6665.53515625","6885.2470703125","7144.10400390625","7168.15478515625","7293.1708984375","7130.1572265625","7477.90283203125","7783.65478515625","8077.5498046875","8118.72021484375","8317.2607421875","8451.16015625","8597.330078125","8809.3134765625","8777.73046875","8884.3486328125","8933.5615234375","9032.0166015625","9346.5703125","9651.8720703125","9967.2724609375","10308.6328125",
